"","DB.classKey","mouse","human","ensembl"
"22174",48902782,"Pramel34","PRAMEF12","ENSG00000116726.22"
"22175",48902782,"Pramel34","PRAMEF13","ENSG00000279169.22"
"22176",48902782,"Pramel34","PRAMEF10","ENSG00000187545.22"
"22177",48902782,"Pramel34","PRAMEF11","ENSG00000239810.22"
"22178",48902782,"Pramel34","PRAMEF18","ENSG00000279804.22"
"22179",48902782,"Pramel34","PRAMEF19","ENSG00000204480.22"
"22180",48902782,"Pramel34","PRAMEF2","ENSG00000120952.21"
"22181",48902782,"Pramel34","PRAMEF17","ENSG00000204479.22"
"22182",48902782,"Pramel34","PRAMEF25","ENSG00000229571.22"
"22183",48902782,"Pramel34","PRAMEF26","ENSG00000280267.22"
"22184",48902782,"Pramel34","PRAMEF27","ENSG00000274764.22"
"22185",48902782,"Pramel34","PRAMEF33","ENSG00000237700.22"
"22186",48902782,"Pramel34","PRAMEF4","ENSG00000243073.22"
"22187",48902782,"Pramel34","PRAMEF5","ENSG00000270601.22"
"22188",48902782,"Pramel34","PRAMEF6","ENSG00000232423.22"
"22189",48902782,"Pramel34","PRAMEF15","ENSG00000204501.22"
"22190",48902782,"Pramel34","PRAMEF8","ENSG00000182330.22"
"22191",48902782,"Pramel34","PRAMEF9","ENSG00000204505.22"
"22192",48902782,"Pramel34","PRAMEF20","ENSG00000204478.22"
"22193",48902782,"Pramel34","PRAMEF7","ENSG00000204510.22"
"22194",48902783,"Pramel56","PRAMEF10","ENSG00000187545.23"
"22195",48902783,"Pramel56","PRAMEF12","ENSG00000116726.23"
"22196",48902783,"Pramel56","PRAMEF1","ENSG00000116721.23"
"22197",48902783,"Pramel56","PRAMEF15","ENSG00000204501.23"
"22198",48902783,"Pramel56","PRAMEF11","ENSG00000239810.23"
"22199",48902783,"Pramel56","PRAMEF18","ENSG00000279804.23"
"22200",48902783,"Pramel56","PRAMEF19","ENSG00000204480.23"
"22201",48902783,"Pramel56","PRAMEF2","ENSG00000120952.22"
"22202",48902783,"Pramel56","PRAMEF17","ENSG00000204479.23"
"22203",48902783,"Pramel56","PRAMEF25","ENSG00000229571.23"
"22204",48902783,"Pramel56","PRAMEF26","ENSG00000280267.23"
"22205",48902783,"Pramel56","PRAMEF27","ENSG00000274764.23"
"22206",48902783,"Pramel56","PRAMEF33","ENSG00000237700.23"
"22207",48902783,"Pramel56","PRAMEF4","ENSG00000243073.23"
"22208",48902783,"Pramel56","PRAMEF5","ENSG00000270601.23"
"22209",48902783,"Pramel56","PRAMEF13","ENSG00000279169.23"
"22210",48902783,"Pramel56","PRAMEF7","ENSG00000204510.23"
"22211",48902783,"Pramel56","PRAMEF8","ENSG00000182330.23"
"22212",48902783,"Pramel56","PRAMEF9","ENSG00000204505.23"
"22213",48902783,"Pramel56","PRAMEF6","ENSG00000232423.23"
"22214",48902783,"Pramel56","PRAMEF20","ENSG00000204478.23"
"22215",48902784,"Pramel53","PRAMEF1","ENSG00000116721.24"
"22216",48902784,"Pramel53","PRAMEF11","ENSG00000239810.24"
"22217",48902784,"Pramel53","PRAMEF13","ENSG00000279169.24"
"22218",48902784,"Pramel53","PRAMEF10","ENSG00000187545.24"
"22219",48902784,"Pramel53","PRAMEF17","ENSG00000204479.24"
"22220",48902784,"Pramel53","PRAMEF18","ENSG00000279804.24"
"22221",48902784,"Pramel53","PRAMEF19","ENSG00000204480.24"
"22222",48902784,"Pramel53","PRAMEF15","ENSG00000204501.24"
"22223",48902784,"Pramel53","PRAMEF20","ENSG00000204478.24"
"22224",48902784,"Pramel53","PRAMEF25","ENSG00000229571.24"
"22225",48902784,"Pramel53","PRAMEF26","ENSG00000280267.24"
"22226",48902784,"Pramel53","PRAMEF27","ENSG00000274764.24"
"22227",48902784,"Pramel53","PRAMEF33","ENSG00000237700.24"
"22228",48902784,"Pramel53","PRAMEF4","ENSG00000243073.24"
"22229",48902784,"Pramel53","PRAMEF12","ENSG00000116726.24"
"22230",48902784,"Pramel53","PRAMEF6","ENSG00000232423.24"
"22231",48902784,"Pramel53","PRAMEF7","ENSG00000204510.24"
"22232",48902784,"Pramel53","PRAMEF8","ENSG00000182330.24"
"22233",48902784,"Pramel53","PRAMEF9","ENSG00000204505.24"
"22234",48902784,"Pramel53","PRAMEF5","ENSG00000270601.24"
"22235",48902784,"Pramel53","PRAMEF2","ENSG00000120952.23"
"22236",48902785,"Pramel21","PRAMEF10","ENSG00000187545.25"
"22237",48902785,"Pramel21","PRAMEF12","ENSG00000116726.25"
"22238",48902785,"Pramel21","PRAMEF1","ENSG00000116721.25"
"22239",48902785,"Pramel21","PRAMEF15","ENSG00000204501.25"
"22240",48902785,"Pramel21","PRAMEF17","ENSG00000204479.25"
"22241",48902785,"Pramel21","PRAMEF18","ENSG00000279804.25"
"22242",48902785,"Pramel21","PRAMEF13","ENSG00000279169.25"
"22243",48902785,"Pramel21","PRAMEF2","ENSG00000120952.24"
"22244",48902785,"Pramel21","PRAMEF20","ENSG00000204478.25"
"22245",48902785,"Pramel21","PRAMEF25","ENSG00000229571.25"
"22246",48902785,"Pramel21","PRAMEF26","ENSG00000280267.25"
"22247",48902785,"Pramel21","PRAMEF27","ENSG00000274764.25"
"22248",48902785,"Pramel21","PRAMEF33","ENSG00000237700.25"
"22249",48902785,"Pramel21","PRAMEF11","ENSG00000239810.25"
"22250",48902785,"Pramel21","PRAMEF5","ENSG00000270601.25"
"22251",48902785,"Pramel21","PRAMEF6","ENSG00000232423.25"
"22252",48902785,"Pramel21","PRAMEF7","ENSG00000204510.25"
"22253",48902785,"Pramel21","PRAMEF8","ENSG00000182330.25"
"22254",48902785,"Pramel21","PRAMEF9","ENSG00000204505.25"
"22255",48902785,"Pramel21","PRAMEF19","ENSG00000204480.25"
"22256",48902785,"Pramel21","PRAMEF4","ENSG00000243073.25"
"22257",48902786,"Pramel5","PRAMEF1","ENSG00000116721.26"
"22258",48902786,"Pramel5","PRAMEF10","ENSG00000187545.26"
"22259",48902786,"Pramel5","PRAMEF13","ENSG00000279169.26"
"22260",48902786,"Pramel5","PRAMEF15","ENSG00000204501.26"
"22261",48902786,"Pramel5","PRAMEF17","ENSG00000204479.26"
"22262",48902786,"Pramel5","PRAMEF12","ENSG00000116726.26"
"22263",48902786,"Pramel5","PRAMEF19","ENSG00000204480.26"
"22264",48902786,"Pramel5","PRAMEF2","ENSG00000120952.25"
"22265",48902786,"Pramel5","PRAMEF20","ENSG00000204478.26"
"22266",48902786,"Pramel5","PRAMEF25","ENSG00000229571.26"
"22267",48902786,"Pramel5","PRAMEF26","ENSG00000280267.26"
"22268",48902786,"Pramel5","PRAMEF27","ENSG00000274764.26"
"22269",48902786,"Pramel5","PRAMEF33","ENSG00000237700.26"
"22270",48902786,"Pramel5","PRAMEF11","ENSG00000239810.26"
"22271",48902786,"Pramel5","PRAMEF5","ENSG00000270601.26"
"22272",48902786,"Pramel5","PRAMEF6","ENSG00000232423.26"
"22273",48902786,"Pramel5","PRAMEF7","ENSG00000204510.26"
"22274",48902786,"Pramel5","PRAMEF8","ENSG00000182330.26"
"22275",48902786,"Pramel5","PRAMEF9","ENSG00000204505.26"
"22276",48902786,"Pramel5","PRAMEF18","ENSG00000279804.26"
"22277",48902786,"Pramel5","PRAMEF4","ENSG00000243073.26"
"22278",48902787,"Pramel37","PRAMEF10","ENSG00000187545.27"
"22279",48902787,"Pramel37","PRAMEF11","ENSG00000239810.27"
"22280",48902787,"Pramel37","PRAMEF13","ENSG00000279169.27"
"22281",48902787,"Pramel37","PRAMEF15","ENSG00000204501.27"
"22282",48902787,"Pramel37","PRAMEF17","ENSG00000204479.27"
"22283",48902787,"Pramel37","PRAMEF12","ENSG00000116726.27"
"22284",48902787,"Pramel37","PRAMEF19","ENSG00000204480.27"
"22285",48902787,"Pramel37","PRAMEF2","ENSG00000120952.26"
"22286",48902787,"Pramel37","PRAMEF20","ENSG00000204478.27"
"22287",48902787,"Pramel37","PRAMEF25","ENSG00000229571.27"
"22288",48902787,"Pramel37","PRAMEF26","ENSG00000280267.27"
"22289",48902787,"Pramel37","PRAMEF1","ENSG00000116721.27"
"22290",48902787,"Pramel37","PRAMEF33","ENSG00000237700.27"
"22291",48902787,"Pramel37","PRAMEF4","ENSG00000243073.27"
"22292",48902787,"Pramel37","PRAMEF5","ENSG00000270601.27"
"22293",48902787,"Pramel37","PRAMEF6","ENSG00000232423.27"
"22294",48902787,"Pramel37","PRAMEF7","ENSG00000204510.27"
"22295",48902787,"Pramel37","PRAMEF8","ENSG00000182330.27"
"22296",48902787,"Pramel37","PRAMEF9","ENSG00000204505.27"
"22297",48902787,"Pramel37","PRAMEF18","ENSG00000279804.27"
"22298",48902787,"Pramel37","PRAMEF27","ENSG00000274764.27"
"22299",48902788,"Pramel17","PRAMEF11","ENSG00000239810.28"
"22300",48902788,"Pramel17","PRAMEF12","ENSG00000116726.28"
"22301",48902788,"Pramel17","PRAMEF13","ENSG00000279169.28"
"22302",48902788,"Pramel17","PRAMEF10","ENSG00000187545.28"
"22303",48902788,"Pramel17","PRAMEF17","ENSG00000204479.28"
"22304",48902788,"Pramel17","PRAMEF18","ENSG00000279804.28"
"22305",48902788,"Pramel17","PRAMEF19","ENSG00000204480.28"
"22306",48902788,"Pramel17","PRAMEF2","ENSG00000120952.27"
"22307",48902788,"Pramel17","PRAMEF20","ENSG00000204478.28"
"22308",48902788,"Pramel17","PRAMEF25","ENSG00000229571.28"
"22309",48902788,"Pramel17","PRAMEF26","ENSG00000280267.28"
"22310",48902788,"Pramel17","PRAMEF1","ENSG00000116721.28"
"22311",48902788,"Pramel17","PRAMEF33","ENSG00000237700.28"
"22312",48902788,"Pramel17","PRAMEF4","ENSG00000243073.28"
"22313",48902788,"Pramel17","PRAMEF5","ENSG00000270601.28"
"22314",48902788,"Pramel17","PRAMEF6","ENSG00000232423.28"
"22315",48902788,"Pramel17","PRAMEF7","ENSG00000204510.28"
"22316",48902788,"Pramel17","PRAMEF8","ENSG00000182330.28"
"22317",48902788,"Pramel17","PRAMEF9","ENSG00000204505.28"
"22318",48902788,"Pramel17","PRAMEF15","ENSG00000204501.28"
"22319",48902788,"Pramel17","PRAMEF27","ENSG00000274764.28"
"22320",48902789,"Pramel47","PRAMEF11","ENSG00000239810.29"
"22321",48902789,"Pramel47","PRAMEF12","ENSG00000116726.29"
"22322",48902789,"Pramel47","PRAMEF1","ENSG00000116721.29"
"22323",48902789,"Pramel47","PRAMEF10","ENSG00000187545.29"
"22324",48902789,"Pramel47","PRAMEF17","ENSG00000204479.29"
"22325",48902789,"Pramel47","PRAMEF18","ENSG00000279804.29"
"22326",48902789,"Pramel47","PRAMEF13","ENSG00000279169.29"
"22327",48902789,"Pramel47","PRAMEF2","ENSG00000120952.28"
"22328",48902789,"Pramel47","PRAMEF20","ENSG00000204478.29"
"22329",48902789,"Pramel47","PRAMEF25","ENSG00000229571.29"
"22330",48902789,"Pramel47","PRAMEF19","ENSG00000204480.29"
"22331",48902789,"Pramel47","PRAMEF27","ENSG00000274764.29"
"22332",48902789,"Pramel47","PRAMEF33","ENSG00000237700.29"
"22333",48902789,"Pramel47","PRAMEF4","ENSG00000243073.29"
"22334",48902789,"Pramel47","PRAMEF5","ENSG00000270601.29"
"22335",48902789,"Pramel47","PRAMEF6","ENSG00000232423.29"
"22336",48902789,"Pramel47","PRAMEF7","ENSG00000204510.29"
"22337",48902789,"Pramel47","PRAMEF8","ENSG00000182330.29"
"22338",48902789,"Pramel47","PRAMEF9","ENSG00000204505.29"
"22339",48902789,"Pramel47","PRAMEF26","ENSG00000280267.29"
"22340",48902789,"Pramel47","PRAMEF15","ENSG00000204501.29"
"22341",48902790,"Pramel32","PRAMEF10","ENSG00000187545.30"
"22342",48902790,"Pramel32","PRAMEF11","ENSG00000239810.30"
"22343",48902790,"Pramel32","PRAMEF1","ENSG00000116721.30"
"22344",48902790,"Pramel32","PRAMEF15","ENSG00000204501.30"
"22345",48902790,"Pramel32","PRAMEF17","ENSG00000204479.30"
"22346",48902790,"Pramel32","PRAMEF12","ENSG00000116726.30"
"22347",48902790,"Pramel32","PRAMEF19","ENSG00000204480.30"
"22348",48902790,"Pramel32","PRAMEF2","ENSG00000120952.29"
"22349",48902790,"Pramel32","PRAMEF20","ENSG00000204478.30"
"22350",48902790,"Pramel32","PRAMEF18","ENSG00000279804.30"
"22351",48902790,"Pramel32","PRAMEF26","ENSG00000280267.30"
"22352",48902790,"Pramel32","PRAMEF27","ENSG00000274764.30"
"22353",48902790,"Pramel32","PRAMEF33","ENSG00000237700.30"
"22354",48902790,"Pramel32","PRAMEF4","ENSG00000243073.30"
"22355",48902790,"Pramel32","PRAMEF5","ENSG00000270601.30"
"22356",48902790,"Pramel32","PRAMEF6","ENSG00000232423.30"
"22357",48902790,"Pramel32","PRAMEF7","ENSG00000204510.30"
"22358",48902790,"Pramel32","PRAMEF8","ENSG00000182330.30"
"22359",48902790,"Pramel32","PRAMEF9","ENSG00000204505.30"
"22360",48902790,"Pramel32","PRAMEF13","ENSG00000279169.30"
"22361",48902790,"Pramel32","PRAMEF25","ENSG00000229571.30"
"22362",48902791,"Pramel35","PRAMEF1","ENSG00000116721.31"
"22363",48902791,"Pramel35","PRAMEF10","ENSG00000187545.31"
"22364",48902791,"Pramel35","PRAMEF13","ENSG00000279169.31"
"22365",48902791,"Pramel35","PRAMEF15","ENSG00000204501.31"
"22366",48902791,"Pramel35","PRAMEF11","ENSG00000239810.31"
"22367",48902791,"Pramel35","PRAMEF18","ENSG00000279804.31"
"22368",48902791,"Pramel35","PRAMEF19","ENSG00000204480.31"
"22369",48902791,"Pramel35","PRAMEF2","ENSG00000120952.30"
"22370",48902791,"Pramel35","PRAMEF17","ENSG00000204479.31"
"22371",48902791,"Pramel35","PRAMEF25","ENSG00000229571.31"
"22372",48902791,"Pramel35","PRAMEF26","ENSG00000280267.31"
"22373",48902791,"Pramel35","PRAMEF27","ENSG00000274764.31"
"22374",48902791,"Pramel35","PRAMEF33","ENSG00000237700.31"
"22375",48902791,"Pramel35","PRAMEF4","ENSG00000243073.31"
"22376",48902791,"Pramel35","PRAMEF5","ENSG00000270601.31"
"22377",48902791,"Pramel35","PRAMEF6","ENSG00000232423.31"
"22378",48902791,"Pramel35","PRAMEF7","ENSG00000204510.31"
"22379",48902791,"Pramel35","PRAMEF8","ENSG00000182330.31"
"22380",48902791,"Pramel35","PRAMEF9","ENSG00000204505.31"
"22381",48902791,"Pramel35","PRAMEF12","ENSG00000116726.31"
"22382",48902791,"Pramel35","PRAMEF20","ENSG00000204478.31"
"22383",48902792,"Pramel11","PRAMEF10","ENSG00000187545.32"
"22384",48902792,"Pramel11","PRAMEF12","ENSG00000116726.32"
"22385",48902792,"Pramel11","PRAMEF1","ENSG00000116721.32"
"22386",48902792,"Pramel11","PRAMEF15","ENSG00000204501.32"
"22387",48902792,"Pramel11","PRAMEF17","ENSG00000204479.32"
"22388",48902792,"Pramel11","PRAMEF18","ENSG00000279804.32"
"22389",48902792,"Pramel11","PRAMEF13","ENSG00000279169.32"
"22390",48902792,"Pramel11","PRAMEF2","ENSG00000120952.31"
"22391",48902792,"Pramel11","PRAMEF20","ENSG00000204478.32"
"22392",48902792,"Pramel11","PRAMEF25","ENSG00000229571.32"
"22393",48902792,"Pramel11","PRAMEF19","ENSG00000204480.32"
"22394",48902792,"Pramel11","PRAMEF27","ENSG00000274764.32"
"22395",48902792,"Pramel11","PRAMEF33","ENSG00000237700.32"
"22396",48902792,"Pramel11","PRAMEF4","ENSG00000243073.32"
"22397",48902792,"Pramel11","PRAMEF5","ENSG00000270601.32"
"22398",48902792,"Pramel11","PRAMEF6","ENSG00000232423.32"
"22399",48902792,"Pramel11","PRAMEF7","ENSG00000204510.32"
"22400",48902792,"Pramel11","PRAMEF8","ENSG00000182330.32"
"22401",48902792,"Pramel11","PRAMEF9","ENSG00000204505.32"
"22402",48902792,"Pramel11","PRAMEF26","ENSG00000280267.32"
"22403",48902792,"Pramel11","PRAMEF11","ENSG00000239810.32"
"22404",48902793,"Pramel41","PRAMEF10","ENSG00000187545.33"
"22405",48902793,"Pramel41","PRAMEF11","ENSG00000239810.33"
"22406",48902793,"Pramel41","PRAMEF12","ENSG00000116726.33"
"22407",48902793,"Pramel41","PRAMEF15","ENSG00000204501.33"
"22408",48902793,"Pramel41","PRAMEF17","ENSG00000204479.33"
"22409",48902793,"Pramel41","PRAMEF18","ENSG00000279804.33"
"22410",48902793,"Pramel41","PRAMEF1","ENSG00000116721.33"
"22411",48902793,"Pramel41","PRAMEF2","ENSG00000120952.32"
"22412",48902793,"Pramel41","PRAMEF20","ENSG00000204478.33"
"22413",48902793,"Pramel41","PRAMEF25","ENSG00000229571.33"
"22414",48902793,"Pramel41","PRAMEF26","ENSG00000280267.33"
"22415",48902793,"Pramel41","PRAMEF27","ENSG00000274764.33"
"22416",48902793,"Pramel41","PRAMEF33","ENSG00000237700.33"
"22417",48902793,"Pramel41","PRAMEF4","ENSG00000243073.33"
"22418",48902793,"Pramel41","PRAMEF5","ENSG00000270601.33"
"22419",48902793,"Pramel41","PRAMEF6","ENSG00000232423.33"
"22420",48902793,"Pramel41","PRAMEF7","ENSG00000204510.33"
"22421",48902793,"Pramel41","PRAMEF8","ENSG00000182330.33"
"22422",48902793,"Pramel41","PRAMEF9","ENSG00000204505.33"
"22423",48902793,"Pramel41","PRAMEF19","ENSG00000204480.33"
"22424",48902793,"Pramel41","PRAMEF13","ENSG00000279169.33"
"22425",48902794,"Pramel18","PRAMEF10","ENSG00000187545.34"
"22426",48902794,"Pramel18","PRAMEF12","ENSG00000116726.34"
"22427",48902794,"Pramel18","PRAMEF13","ENSG00000279169.34"
"22428",48902794,"Pramel18","PRAMEF15","ENSG00000204501.34"
"22429",48902794,"Pramel18","PRAMEF11","ENSG00000239810.34"
"22430",48902794,"Pramel18","PRAMEF18","ENSG00000279804.34"
"22431",48902794,"Pramel18","PRAMEF19","ENSG00000204480.34"
"22432",48902794,"Pramel18","PRAMEF2","ENSG00000120952.33"
"22433",48902794,"Pramel18","PRAMEF17","ENSG00000204479.34"
"22434",48902794,"Pramel18","PRAMEF25","ENSG00000229571.34"
"22435",48902794,"Pramel18","PRAMEF26","ENSG00000280267.34"
"22436",48902794,"Pramel18","PRAMEF27","ENSG00000274764.34"
"22437",48902794,"Pramel18","PRAMEF33","ENSG00000237700.34"
"22438",48902794,"Pramel18","PRAMEF4","ENSG00000243073.34"
"22439",48902794,"Pramel18","PRAMEF5","ENSG00000270601.34"
"22440",48902794,"Pramel18","PRAMEF6","ENSG00000232423.34"
"22441",48902794,"Pramel18","PRAMEF7","ENSG00000204510.34"
"22442",48902794,"Pramel18","PRAMEF8","ENSG00000182330.34"
"22443",48902794,"Pramel18","PRAMEF9","ENSG00000204505.34"
"22444",48902794,"Pramel18","PRAMEF1","ENSG00000116721.34"
"22445",48902794,"Pramel18","PRAMEF20","ENSG00000204478.34"
"22446",48902795,"Pramel30","PRAMEF10","ENSG00000187545.35"
"22447",48902795,"Pramel30","PRAMEF12","ENSG00000116726.35"
"22448",48902795,"Pramel30","PRAMEF1","ENSG00000116721.35"
"22449",48902795,"Pramel30","PRAMEF15","ENSG00000204501.35"
"22450",48902795,"Pramel30","PRAMEF17","ENSG00000204479.35"
"22451",48902795,"Pramel30","PRAMEF18","ENSG00000279804.35"
"22452",48902795,"Pramel30","PRAMEF13","ENSG00000279169.35"
"22453",48902795,"Pramel30","PRAMEF2","ENSG00000120952.34"
"22454",48902795,"Pramel30","PRAMEF20","ENSG00000204478.35"
"22455",48902795,"Pramel30","PRAMEF25","ENSG00000229571.35"
"22456",48902795,"Pramel30","PRAMEF26","ENSG00000280267.35"
"22457",48902795,"Pramel30","PRAMEF27","ENSG00000274764.35"
"22458",48902795,"Pramel30","PRAMEF33","ENSG00000237700.35"
"22459",48902795,"Pramel30","PRAMEF4","ENSG00000243073.35"
"22460",48902795,"Pramel30","PRAMEF5","ENSG00000270601.35"
"22461",48902795,"Pramel30","PRAMEF6","ENSG00000232423.35"
"22462",48902795,"Pramel30","PRAMEF7","ENSG00000204510.35"
"22463",48902795,"Pramel30","PRAMEF8","ENSG00000182330.35"
"22464",48902795,"Pramel30","PRAMEF9","ENSG00000204505.35"
"22465",48902795,"Pramel30","PRAMEF19","ENSG00000204480.35"
"22466",48902795,"Pramel30","PRAMEF11","ENSG00000239810.35"
"22467",48902796,"Pramel19","PRAMEF10","ENSG00000187545.36"
"22468",48902796,"Pramel19","PRAMEF11","ENSG00000239810.36"
"22469",48902796,"Pramel19","PRAMEF12","ENSG00000116726.36"
"22470",48902796,"Pramel19","PRAMEF15","ENSG00000204501.36"
"22471",48902796,"Pramel19","PRAMEF17","ENSG00000204479.36"
"22472",48902796,"Pramel19","PRAMEF18","ENSG00000279804.36"
"22473",48902796,"Pramel19","PRAMEF13","ENSG00000279169.36"
"22474",48902796,"Pramel19","PRAMEF2","ENSG00000120952.35"
"22475",48902796,"Pramel19","PRAMEF20","ENSG00000204478.36"
"22476",48902796,"Pramel19","PRAMEF25","ENSG00000229571.36"
"22477",48902796,"Pramel19","PRAMEF26","ENSG00000280267.36"
"22478",48902796,"Pramel19","PRAMEF27","ENSG00000274764.36"
"22479",48902796,"Pramel19","PRAMEF33","ENSG00000237700.36"
"22480",48902796,"Pramel19","PRAMEF4","ENSG00000243073.36"
"22481",48902796,"Pramel19","PRAMEF5","ENSG00000270601.36"
"22482",48902796,"Pramel19","PRAMEF6","ENSG00000232423.36"
"22483",48902796,"Pramel19","PRAMEF7","ENSG00000204510.36"
"22484",48902796,"Pramel19","PRAMEF8","ENSG00000182330.36"
"22485",48902796,"Pramel19","PRAMEF9","ENSG00000204505.36"
"22486",48902796,"Pramel19","PRAMEF19","ENSG00000204480.36"
"22487",48902796,"Pramel19","PRAMEF1","ENSG00000116721.36"
"22488",48902797,"Pramel16","PRAMEF10","ENSG00000187545.37"
"22489",48902797,"Pramel16","PRAMEF12","ENSG00000116726.37"
"22490",48902797,"Pramel16","PRAMEF13","ENSG00000279169.37"
"22491",48902797,"Pramel16","PRAMEF15","ENSG00000204501.37"
"22492",48902797,"Pramel16","PRAMEF11","ENSG00000239810.37"
"22493",48902797,"Pramel16","PRAMEF18","ENSG00000279804.37"
"22494",48902797,"Pramel16","PRAMEF19","ENSG00000204480.37"
"22495",48902797,"Pramel16","PRAMEF2","ENSG00000120952.36"
"22496",48902797,"Pramel16","PRAMEF20","ENSG00000204478.37"
"22497",48902797,"Pramel16","PRAMEF25","ENSG00000229571.37"
"22498",48902797,"Pramel16","PRAMEF26","ENSG00000280267.37"
"22499",48902797,"Pramel16","PRAMEF27","ENSG00000274764.37"
"22500",48902797,"Pramel16","PRAMEF33","ENSG00000237700.37"
"22501",48902797,"Pramel16","PRAMEF4","ENSG00000243073.37"
"22502",48902797,"Pramel16","PRAMEF5","ENSG00000270601.37"
"22503",48902797,"Pramel16","PRAMEF6","ENSG00000232423.37"
"22504",48902797,"Pramel16","PRAMEF7","ENSG00000204510.37"
"22505",48902797,"Pramel16","PRAMEF17","ENSG00000204479.37"
"22506",48902797,"Pramel16","PRAMEF9","ENSG00000204505.37"
"22507",48902797,"Pramel16","PRAMEF8","ENSG00000182330.37"
"22508",48902797,"Pramel16","PRAMEF1","ENSG00000116721.37"
"22509",48902798,"Pramel48","PRAMEF10","ENSG00000187545.38"
"22510",48902798,"Pramel48","PRAMEF11","ENSG00000239810.38"
"22511",48902798,"Pramel48","PRAMEF1","ENSG00000116721.38"
"22512",48902798,"Pramel48","PRAMEF15","ENSG00000204501.38"
"22513",48902798,"Pramel48","PRAMEF17","ENSG00000204479.38"
"22514",48902798,"Pramel48","PRAMEF12","ENSG00000116726.38"
"22515",48902798,"Pramel48","PRAMEF13","ENSG00000279169.38"
"22516",48902798,"Pramel48","PRAMEF2","ENSG00000120952.37"
"22517",48902798,"Pramel48","PRAMEF20","ENSG00000204478.38"
"22518",48902798,"Pramel48","PRAMEF25","ENSG00000229571.38"
"22519",48902798,"Pramel48","PRAMEF19","ENSG00000204480.38"
"22520",48902798,"Pramel48","PRAMEF27","ENSG00000274764.38"
"22521",48902798,"Pramel48","PRAMEF33","ENSG00000237700.38"
"22522",48902798,"Pramel48","PRAMEF4","ENSG00000243073.38"
"22523",48902798,"Pramel48","PRAMEF5","ENSG00000270601.38"
"22524",48902798,"Pramel48","PRAMEF6","ENSG00000232423.38"
"22525",48902798,"Pramel48","PRAMEF7","ENSG00000204510.38"
"22526",48902798,"Pramel48","PRAMEF8","ENSG00000182330.38"
"22527",48902798,"Pramel48","PRAMEF18","ENSG00000279804.38"
"22528",48902798,"Pramel48","PRAMEF9","ENSG00000204505.38"
"22529",48902798,"Pramel48","PRAMEF26","ENSG00000280267.38"
"22530",48902799,"Pramel23","PRAMEF2","ENSG00000120952.38"
"22531",48902799,"Pramel23","PRAMEF33","ENSG00000237700.39"
"22532",48902799,"Pramel23","PRAMEF10","ENSG00000187545.39"
"22533",48902800,"Pramel58","PRAMEF10","ENSG00000187545.40"
